asrtname,mutantcnt
1,5
70,5
7,5
9,5
12,5
13,5
14,5
4,5
84,4
88,4
80,4
89,4
91,4
86,4
85,4
68,4
69,3
72,3
74,3
75,3
76,3
67,3
66,3
79,3
65,3
64,3
82,3
63,3
71,3
87,2
90,2
83,2
78,2
77,2
73,2
81,2
103,1
120,1
119,1
116,1
114,1
112,1
108,1
107,1
105,1
104,1
106,1
102,1
96,1
92,1
93,1
95,1
124,1
99,1
117,0
123,0
122,0
121,0
100,0
118,0
97,0
109,0
115,0
101,0
113,0
98,0
111,0
110,0
94,0
