rst,empty,[8bits]Rxy_rst,[4bits]Cx_rst,[3bits]flit_id,[4bits]dst_addr,[4bits]cur_addr_rst Nport,Eport,Wport,Sport,Lport
0000111100111100101000110 00000
1100111100111100101000100 00100
1000111100111101001001010 00000
0100111100111101001001010 00000
0000111100111101001001010 00000
1000111100111100101001110 00000
1011000011111100101001101 00000
1000111100111100101000110 00000
0100111100111101001000110 00000
1100111100111100101001100 00000
0100111100111100101001100 00000
0100111100111100101001100 00000
0000111100111100101001100 00000
0000111100111101001001100 10000
0000111100111100110001100 10000
0100111100111101010001100 10000
1011000011111101010001000 00000
1100111100111100110000101 00000
0000111100111100101000101 00000
1000111100111100101000100 00100
0100111100111101001000100 00000
1111000011111101001000100 00000
1000111100111100101000111 00000
0000111100111101001000111 00000
0000111100111101001000111 00000
1011000011111100101000001 00000
0011000011111100111100001 00000
1100111100111101011100110 00010
0100111100111101011100110 00000
1111000011111100111100001 00000
1000111100111100111101010 00000
0100111100111101011101010 00000
1000111100111101011100100 00000
1011000011111100111101001 00000
0011000011111100100011001 00000
0111000011111100100011001 10000
1100111100111101000011001 00000
1000111100111101000010010 00000
1111000011111101000010100 00000
0111000011111101000010100 00000
1100111100111100100011101 00000
0000111100111100101101101 00000
0000111100111100101111101 01000
0100111100111101001111101 01000
0100111100111100101111101 00000
0000111100111100100001101 00000
0000111100111101000001101 00100
0100111100111101000001101 00100
0000111100111101000001101 00000
0100111100111100100001101 00000
1000111100111100100000011 00000
0100111100111101000000011 00000
1000111100111100100000001 00000
1011000011111100100000011 00000
0111000011111101000000011 00000
1111000011111101000001011 00000
0111000011111101000001011 00000
1100111100111100100000010 00000
0100111100111100100000010 00000
0100111100111100100000010 00000
1111000011111101000000011 00000
1000111100111100100001000 00000
0100111100111100100001000 00000
1000111100111101000000100 00000
0000111100111100100010100 00000
1000111100111100100011100 01000
0000111100111101000011100 00000
0000111100111100101011100 00000
1011000011111100101011000 01000
1000111100111101001010111 00000
0100111100111101001010111 00000
0100111100111100101010111 00000
0000111100111101001010111 00000
1100111100111100101010000 00000
1011000011111101001010010 00000
0111000011111101001010010 00000
1111000011111100101011010 00000
0111000011111100101011010 00000
1000111100111100101011000 00000
1000111100111100101011010 00000
0000111100111101001011010 00000
1000111100111100101010001 00000
0100111100111101001010001 00000
1000111100111101001011111 00000
0000111100111101001011111 00000
1100111100111100101010011 00000
1111000011111101001010111 00000
0011000011111101001010111 00000
1011000011111100101010011 00000
1000111100111101001010011 00000
0100111100111101001010011 00000
0100111100111100101010011 00000
1111000011111101001011011 00000
0011000011111100101011011 00000
1000111100111100101010111 10000
1100111100111100101010001 00000
1000111100111100101011101 00000
0100111100111100101011101 00000
1000111100111100101010111 00000
0000111100111101001010111 00000
1011000011111101001010110 00000
1111000011111100101010001 00000
0111000011111100101010001 00000
1011000011111100101010111 00000
1011000011111100101010100 00000
0111000011111100101010100 00000
0111000011111100101010100 00000
0111000011111101001010100 00000
0111000011111101001010100 00000
0011000011111100101010100 00000
0011000011111101001010100 01000
1011000011111101001011001 01000
1100111100111100101010001 00000
0000111100111101001010001 00000
1000111100111100101011101 00000
0100111100111100101011101 00000
1111000011111101001011100 00000
0011000011111100110101100 00000
1000111100111100110100011 10000
1111000011111100110101111 00000
0111000011111100110101111 00000
1111000011111101010101101 00000
0111000011111101010101101 00000
1011000011111101010101101 00000
1000111100111101010101111 00000
1111000011111100110101101 00000
0011000011111101010101101 00000
1111000011111101010101011 00000
1100111100111100110101011 00000
1100111100111100110100000 00000
0100111100111101010100000 00000
0000111100111101010100000 00000
0100111100111101010100000 00000
0100111100111101010100000 00000
1000111100111100110100001 00000
1000111100111101010100000 00000
0000111100111101010100000 00000
0100111100111101010100000 00000
0000111100111101010100000 00000
1011000011111100110101010 00000
1000111100111101010100011 00000
0000111100111101010100011 00000
1011000011111101010100100 00000
0011000011111100110000100 00000
1011000011111100110001101 00010
1111000011111101010001101 00000
0111000011111100110001101 00000
0111000011111100110001101 00000
0011000011111100111111101 00000
0011000011111101011111101 01000
1111000011111101011110111 01000
1000111100111100111111101 00000
0000111100111101011111101 00000
0000111100111100111111101 00000
1100111100111100111111010 01000
0000111100111101011111010 00000
1111000011111100111111001 00000
1011000011111100111111001 00000
1111000011111100111110110 00000
1000111100111100111110111 00000
0000111100111101011110111 00000
1100111100111101011110101 00000
0000111100111100100110101 00000
1100111100111100100111000 01000
1100111100111100100110010 00000
0000111100111100100010010 00000
1100111100111100100011100 00100
1111000011111100100011010 00000
1100111100111100100011111 00000
1100111100111101000011010 00000
0000111100111101000011010 00000
0100111100111101000011010 00000
1011000011111100100011100 00000
0111000011111101000011100 00000
1111000011111101000011011 00000
0111000011111100100011011 00000
1100111100111100100011100 00000
0000111100111101000011100 00000
1000111100111101000010001 00000
0000111100111101000010001 00000
0000111100111100110110001 00000
0100111100111101010110001 01000
1011000011111100110110010 00000
0111000011111100110110010 00000
1011000011111100110111010 00000
1000111100111101010111100 00000
1100111100111100110110011 00000
0100111100111101010110011 00000
1100111100111101010111011 00000
0000111100111101010111011 00000
1111000011111101010111000 00000
0011000011111101010111000 00000
0111000011111100110111000 00000
0111000011111101010111000 00000
0011000011111101010111000 00000
0011000011111100100001000 00000
1111000011111101000001101 10000
0111000011111100100001101 00000
1111000011111101000001010 00000
1100111100111100100000010 00000
0000111100111100100000010 00000
0000111100111101000000010 00100
1011000011111100100001011 00100
1100111100111100100001001 00000
0000111100111100101101001 00000
1100111100111100101100100 01000
1011000011111101001101001 00000
0111000011111100101101001 00000
0111000011111101001101001 00000
1100111100111101001100001 00000
1111000011111101001101000 00000
0011000011111101001101000 00000
0111000011111100101101000 00000
1000111100111100101101110 00000
0000111100111101001101110 00000
1111000011111100101100000 00000
0011000011111100110010000 00000
0011000011111101010010000 00010
0011000011111100110000000 00010
0011000011111100111000000 00010
1100111100111101011000000 00010
1000111100111100111001010 00000
1000111100111100111001110 00000
0100111100111100111001110 00000
0000111100111100101011110 00000
1011000011111100101010111 00100
1000111100111100101010100 00000
0100111100111100101010100 00000
1111000011111101001010011 00000
1000111100111101001010000 00000
0100111100111101001010000 00000
1100111100111101001011000 00000
1011000011111100101011011 00000
1000111100111100101011011 00000
1011000011111101001010010 00000
0011000011111100100000010 00000
1100111100111100100001111 00100
1011000011111101000001001 00000
1011000011111101000000100 00000
1011000011111101000001011 00000
0111000011111101000001011 00000
1111000011111100100000010 00000
0011000011111100111100010 00000
1100111100111101011100011 00010
1000111100111100111101011 00000
0100111100111101011101011 00000
1011000011111101011101101 00000
0111000011111100111101101 00000
0011000011111100111101101 00000
1000111100111100111100101 01000
0000111100111100101100101 00000
0000111100111100111000101 01000
1000111100111101011001010 00100
0000111100111100100011010 00000
0000111100111100110011010 00100
0100111100111100110011010 00100
0100111100111100110011010 00000
1111000011111101010011111 00000
0111000011111100110011111 00000
1111000011111100110011100 00000
0111000011111100110011100 00000
0011000011111100110111100 00000
0011000011111101010111100 10000
1100111100111101010110110 10000
1011000011111100110110111 00000
0111000011111101010110111 00000
1100111100111101010110010 00000
1111000011111101010110101 00000
0011000011111100101000101 00000
0011000011111100111010101 00100
0011000011111101011010101 00010
1011000011111101011011011 00010
0111000011111101011011011 00000
0011000011111101011011011 00000
0011000011111100110101011 00000
1100111100111101010101101 00100
0000111100111101010101101 00000
1111000011111100110101010 00000
1000111100111101010100000 00000
0000111100111100101010000 00000
1000111100111101001011111 01000
0100111100111100101011111 00000
0100111100111100101011111 00000
1000111100111101001011101 00000
1100111100111101001011110 00000
0100111100111101001011110 00000
1100111100111101001010110 00000
0000111100111101001010110 00000
0100111100111101001010110 00000
1100111100111100101011111 00000
0000111100111100110001111 00000
0000111100111100101101111 00100
0100111100111101001101111 00100
0100111100111101001101111 00000
1111000011111101001101100 00000
1000111100111101001100110 00000
1000111100111101001101010 00000
1000111100111100101100001 00000
1000111100111101001101110 00000
1011000011111101001100001 00000
0111000011111101001100001 00000
1000111100111100101100111 00000
0000111100111101001100111 00000
1100111100111100101101000 00000
0000111100111101001101000 00000
0000111100111100100111000 00000
1011000011111100100110100 01000
0111000011111100100110100 00000
1011000011111101000111110 00000
0111000011111101000111110 00000
1011000011111100100110000 00000
1100111100111100100111100 00000
0000111100111100110111100 00000
0000111100111101010111100 01000
0100111100111101010111100 01000
1011000011111101010111101 00000
1011000011111100110111001 00000
0111000011111101010111001 00000
1011000011111100110111100 00000
1011000011111101010110101 00000
0011000011111100110110101 00000
0111000011111101010110101 00010
0111000011111100110110101 00000
1000111100111100110110100 00000
0000111100111101010110100 00000
0100111100111101010110100 00000
0100111100111100110110100 00000
0000111100111101010110100 00000
0000111100111101010110100 00000
1100111100111101010110100 00000
1111000011111100110110011 00000
0011000011111101010110011 00000
0011000011111101010110011 00000
1111000011111101010110110 00000
1111000011111100110110011 00000
0111000011111100110110011 00000
1111000011111101010111111 00000
1000111100111100110110101 00000
0100111100111101010110101 00000
0100111100111101010110101 00000
0000111100111100110100101 00000
1011000011111101010100011 01000
1100111100111101010100110 00000
1000111100111101010100111 00000
1000111100111101010100101 00000
1011000011111100110100100 00000
0011000011111101010100100 00000
0011000011111100110100100 00000
1100111100111100110100111 00010
1011000011111100110100000 00000
1111000011111100110101100 00000
1011000011111100110101110 00000
1000111100111100110101011 00000
0000111100111100101111011 00000
0000111100111101001111011 10000
0100111100111100101111011 10000
0000111100111100111101011 00000
0000111100111101011101011 00100
1011000011111101011100011 00100
0111000011111101011100011 00000
1111000011111101011100101 00000
1111000011111101011101110 00000
0011000011111101011101110 00000
0011000011111101011101110 00000
1111000011111100111101000 00000
0011000011111100110001000 00000
0111000011111100110001000 00001
0011000011111101010001000 00000
0011000011111100100111000 00000
0111000011111100100111000 10000
1111000011111101000111111 00000
1100111100111101000110100 00000
1011000011111101000111000 00000
0011000011111101000111000 00000
1111000011111100100110110 00000
0011000011111101000110110 00000
0111000011111100100110110 00000
1100111100111100100110100 00000
0100111100111100100110100 00000
1100111100111100100110001 00000
1000111100111101000110010 00000
0000111100111100100000010 00000
0000111100111101000000010 00100
0000111100111101000000010 00100
0000111100111100101110010 00100
0100111100111101001110010 01000
1100111100111100101110100 00000
1111000011111100101111100 00000
1000111100111101001111111 00000
1100111100111100101110111 00000
0000111100111100100010111 00000
0100111100111101000010111 00100
1011000011111101000010101 00000
1111000011111101000011000 00000
0111000011111100100011000 00000
0011000011111101000011000 00000
0111000011111101000011000 00000
0111000011111101000011000 00000
0011000011111100100111000 00000
1011000011111100100110110 10000
1000111100111101000111000 00000
1000111100111100100111101 00000
1000111100111100100111100 00000
0000111100111101000111100 00000
1111000011111101000111111 00000
1111000011111100100111110 00000
1011000011111101000111101 00000
0011000011111101000111101 00000
0011000011111101000111101 00000
0111000011111100100111101 00000
1011000011111100100111111 00000
0111000011111100100111111 00000
1111000011111101000110001 00000
1100111100111100100110101 00000
0100111100111101000110101 00000
1011000011111100100110100 00000
1100111100111100100110100 00000
0000111100111100100100100 00000
0000111100111101000100100 01000
0100111100111101000100100 01000
0000111100111101000100100 00000
1111000011111101000100101 00000
1111000011111101000101000 00000
1011000011111100100100011 00000
1100111100111101000101000 00000
1111000011111101000101110 00000
1111000011111101000100101 00000
1111000011111101000101000 00000
0111000011111101000101000 00000
1111000011111101000100110 00000
1111000011111100100100011 00000
0011000011111101000100011 00000
1111000011111101000100110 00000
1100111100111100100101001 00000
1011000011111100100101111 00000
1100111100111100100101110 00000
0000111100111100101001110 00000
0100111100111100101001110 00100
0100111100111101001001110 00000
0100111100111101001001110 00000
1100111100111101001001101 00000
0100111100111100101001101 00000
0100111100111101001001101 00000
1000111100111100101000111 00000
1100111100111100101001110 00000
1100111100111100101000001 00000
1011000011111101001000111 00000
0111000011111101001000111 00000
1111000011111100101001110 00000
0011000011111101001001110 00000
0111000011111101001001110 00000
0011000011111101001001110 00000
0111000011111101001001110 00000
1100111100111100101000010 00000
1100111100111100101001110 00000
1000111100111100101001110 00000
1011000011111100101000110 00000
0011000011111100110000110 00000
0111000011111100110000110 00010
0011000011111101010000110 00000
0111000011111101010000110 00000
1100111100111101010000011 00000
1100111100111101010000100 00000
1111000011111101010000101 00000
0111000011111101010000101 00000
1100111100111101010000011 00000
1000111100111101010001000 00000
0100111100111101010001000 00000
0100111100111100110001000 00000
1011000011111101010001011 00000
0011000011111101010001011 00000
1000111100111100110000001 00000
1011000011111100110000010 00000
0111000011111101010000010 00000
1000111100111100110000101 00000
1100111100111101010000001 00000
0100111100111101010000001 00000
0100111100111100110000001 00000
0000111100111100110110001 00000
0000111100111100110000001 01000
1000111100111101010001110 00100
1011000011111101010001100 00000
0011000011111100100101100 00000
1111000011111100100100001 10000
0111000011111100100100001 00000
1000111100111101000101100 00000
0100111100111101000101100 00000
1011000011111100100101001 00000
1111000011111101000101010 00000
1111000011111100100100111 00000
1111000011111101000101101 00000
0111000011111101000101101 00000
1011000011111100100100010 00000
1111000011111100100100000 00000
0011000011111100101100000 00000
1111000011111101001100100 00010
0011000011111100100110100 00000
0011000011111100101100100 10000
0011000011111101001100100 01000
0111000011111101001100100 01000
0011000011111100100110100 00000
0111000011111100100110100 10000
0111000011111101000110100 00000
1000111100111101000111000 00000
0000111100111100111001000 00000
0100111100111101011001000 00010
0000111100111100111001000 00000
0000111100111100101011000 00010
1011000011111101001010011 01000
1111000011111101001011110 00000
1011000011111101001011000 00000
0111000011111100101011000 00000
1011000011111100101010001 00000
1111000011111100101011001 00000
0011000011111100100011001 00000
0011000011111100100001001 10000
0111000011111101000001001 10000
1000111100111100100001000 00000
1000111100111100100000100 00000
1000111100111100100000100 00000
1100111100111101000001100 00000
1111000011111100100001111 00000
0011000011111101000001111 00000
1100111100111101000001000 00000
1000111100111101000000001 00000
0100111100111101000000001 00000
1000111100111101000001001 00000
0000111100111101000001001 00000
1100111100111101000001011 00000
1000111100111101000001101 00000
0000111100111101000001101 00000
0000111100111100110101101 00000
0000111100111100100001101 01000
0100111100111100100001101 00100
0000111100111101000001101 00000
1111000011111101000001100 00000
0111000011111100100001100 00000
1100111100111100100001001 00000
1111000011111101000000111 00000
0011000011111101000000111 00000
0011000011111100111000111 00000
1011000011111100111000001 00010
0111000011111101011000001 00000
0011000011111100111000001 00000
1011000011111101011000100 00010
0111000011111100111000100 00000
0111000011111101011000100 00000
0011000011111101011000100 00000
0111000011111101011000100 00000
0111000011111101011000100 00000
1100111100111101011001100 00000
0100111100111100111001100 00000
1011000011111101011000110 00000
1100111100111100111001110 00000
0000111100111101011001110 00000
1011000011111100111000001 00000
1100111100111100111001101 00000
0000111100111101011001101 00000
0000111100111101011001101 00000
1100111100111101011001011 00000
0100111100111100111001011 00000
0000111100111101011001011 00000
0000111100111101011001011 00000
0100111100111100111001011 00000
0100111100111101011001011 00000
0100111100111101011001011 00000
1100111100111101011001011 00000
0100111100111100111001011 00000
1011000011111101011000100 00000
0111000011111101011000100 00000
0111000011111101011000100 00000
1000111100111101011000000 00000
0100111100111100111000000 00000
1100111100111101011000110 00000
0000111100111101011000110 00000
0100111100111100111000110 00000
1111000011111101011000101 00000
0011000011111101011000101 00000
0111000011111101011000101 00000
0111000011111100111000101 00000
1111000011111101011001110 00000
1111000011111101011000010 00000
1011000011111100111000110 00000
1000111100111100111000111 00000
1011000011111101011001010 00000
1111000011111101011000110 00000
1011000011111101011001100 00000
0011000011111100101001100 00000
0111000011111101001001100 10000
1011000011111101001001010 00000
0111000011111100101001010 00000
0111000011111101001001010 00000
1111000011111101001001011 00000
1100111100111100101001010 00000
0100111100111100101001010 00000
1111000011111101001001011 00000
0011000011111100110111011 00000
1100111100111101010111010 00001
1100111100111100110111000 00000
1000111100111100110110111 00000
0000111100111100100100111 00000
0100111100111101000100111 00100
0100111100111101000100111 00000
0100111100111101000100111 00000
1011000011111101000100010 00000
0011000011111100101000010 00000
0011000011111100110100010 00010
0011000011111101010100010 00010
0111000011111100110100010 00010
1000111100111101010101110 00000
1011000011111101010100000 00000
1100111100111100110101101 00000
0000111100111101010101101 00000
1011000011111100110100010 00000
0111000011111100110100010 00000
1000111100111100110100001 00000
0000111100111101010100001 00000
1011000011111100110100000 00000
1000111100111100110100011 00000
1000111100111100110101110 00000
1111000011111100110101000 00000
0011000011111100100101000 00000
1111000011111100100101011 10000
1111000011111101000100001 00000
1011000011111101000101101 00000
1000111100111100100101101 00000
1000111100111100100100011 00000
1011000011111101000101110 00000
0111000011111101000101110 00000
1111000011111100100101101 00000
1111000011111100100101100 00000
1111000011111101000101100 00000
0111000011111101000101100 00000
1111000011111100100101111 00000
0011000011111101000101111 00000
1100111100111101000101100 00000
1100111100111100100100010 00000
0000111100111100100000010 00000
0000111100111101000000010 00100
1111000011111101000000011 00100
1100111100111100100000110 00000
1011000011111100100001000 00000
0011000011111101000001000 00000
1000111100111100100000001 00000
1000111100111100100000001 00000
1000111100111100100001100 00000
1111000011111101000000100 00000
0011000011111101000000100 00000
0111000011111101000000100 00000
0111000011111101000000100 00000
1100111100111100100000010 00000
1100111100111100100000100 00000
1000111100111100100000100 00000
0100111100111100100000100 00000
0100111100111100100000100 00000
1011000011111100100000100 00000
1000111100111100100001111 00000
0000111100111101000001111 00000
0100111100111101000001111 00000
0000111100111101000001111 00000
1000111100111100100001001 00000
1111000011111100100000001 00000
0111000011111101000000001 00000
0111000011111101000000001 00000
1011000011111100100000001 00000
1100111100111101000000001 00000
1111000011111100100001000 00000
1111000011111100100001101 00000
0111000011111100100001101 00000
1100111100111101000001110 00000
1111000011111101000001110 00000
1100111100111100100001110 00000
1011000011111101000000001 00000
1100111100111100100000111 00000
1100111100111100100001010 00000
0000111100111101000001010 00000
1100111100111100100001100 00000
1011000011111100100000000 00000
1111000011111100100000001 00000
0111000011111101000000001 00000
1111000011111101000001111 00000
0011000011111101000001111 00000
1011000011111101000001000 00000
1011000011111101000001000 00000
0111000011111100100001000 00000
1111000011111100100000000 00000
1111000011111101000001000 00000
1000111100111100100001101 00000
0100111100111100100001101 00000
1000111100111100100000101 00000
1111000011111100100000010 00000
0011000011111101000000010 00000
1100111100111101000000111 00000
0100111100111100100000111 00000
1011000011111100100000111 00000
1000111100111101000000010 00000
1100111100111100100000011 00000
0100111100111101000000011 00000
1011000011111100100000110 00000
0011000011111101000000110 00000
0011000011111101000000110 00000
0111000011111100100000110 00000
0111000011111101000000110 00000
1100111100111101000000001 00000
0000111100111100111000001 00000
0100111100111101011000001 00100
0100111100111101011000001 00000
1011000011111101011001100 00000
0011000011111101011001100 00000
0111000011111101011001100 00000
1000111100111100111001001 00000
1000111100111100111000011 00000
1000111100111101011001101 00000
0100111100111101011001101 00000
0000111100111101011001101 00000
1011000011111100111000011 00000
1011000011111101011000000 00000
1000111100111100111000101 00000
1011000011111101011001000 00000
1000111100111100111001010 00000
1011000011111101011000011 00000
1011000011111100111001000 00000
1100111100111101011000000 00000
0000111100111100100100000 00000
0100111100111100100100000 01000
0100111100111100100100000 00000
1111000011111100100100111 00000
1011000011111101000100010 00000
0011000011111101000100010 00000
1100111100111101000101001 00000
1011000011111101000100101 00000
0011000011111100110000101 00000
0011000011111100101000101 00010
0111000011111100101000101 00100
1111000011111101001001010 00000
1100111100111100101001100 00000
1000111100111101001000000 00000
0100111100111101001000000 00000
1111000011111101001001000 00000
0011000011111100100111000 00000
0011000011111100101001000 10000
0111000011111101001001000 10000
0111000011111101001001000 00000
0111000011111101001001000 00000
0011000011111100101001000 00000
0111000011111100101001000 10000
1100111100111100101001010 00000
0100111100111101001001010 00000
1100111100111100101000110 00000
1000111100111101001000000 00000
0000111100111100110110000 00000
1100111100111101010110000 01000
1000111100111101010110110 00000
0000111100111101010110110 00000
1100111100111101010111011 00000
1100111100111101010110101 00000
1100111100111100110110001 00000
0100111100111100110110001 00000
1111000011111101010111110 00000
1100111100111100110110001 00000
1111000011111101010110010 00000
1111000011111101010110000 00000
1111000011111100110110100 00000
1111000011111101010110000 00000
0011000011111100100100000 00000
1000111100111101000101110 01000
1111000011111101000100100 00000
1000111100111100100101011 00000
0000111100111101000101011 00000
0100111100111101000101011 00000
0000111100111100111011011 00000
1100111100111100111010011 00100
0000111100111101011010011 00000
1111000011111101011010000 00000
0011000011111100111000000 00000
0111000011111101011000000 00010
0111000011111100111000000 00000
0011000011111100101110000 00000
0111000011111100101110000 00010
0111000011111100101110000 00000
0111000011111101001110000 00000
0111000011111101001110000 00000
0011000011111101001110000 00000
0011000011111101001110000 00000
1111000011111101001110111 00000
1100111100111101001111011 00000
0100111100111100101111011 00000
1111000011111101001110110 00000
1011000011111100101110010 00000
1000111100111101001111111 00000
0000111100111101001111111 00000
1011000011111100101110001 00000
1111000011111100101110110 00000
0011000011111100110110110 00000
1000111100111100110111000 00010
0100111100111100110111000 00000
0100111100111100110111000 00000
1100111100111100110111001 00000
0100111100111100110111001 00000
0000111100111100101101001 00000
0100111100111100101101001 01000
1100111100111100101100111 00000
0000111100111101001100111 00000
1111000011111101001101010 00000
1011000011111100101101110 00000
1011000011111101001100011 00000
1000111100111101001101110 00000
0100111100111101001101110 00000
0100111100111100101101110 00000
0100111100111101001101110 00000
1100111100111100101101111 00000
1111000011111101001100101 00000
0011000011111101001100101 00000
0111000011111100101100101 00000
1011000011111100101100101 00000
0011000011111100111110101 00000
0111000011111101011110101 00010
0111000011111100111110101 00000
0011000011111100101100101 00000
1000111100111100101101100 01000
1100111100111101001101011 00000
0100111100111100101101011 00000
1111000011111101001100100 00000
0111000011111101001100100 00000
0111000011111100101100100 00000
0011000011111101001100100 00000
1011000011111100101100110 00000
0011000011111100111110110 00000
1111000011111101011110100 00010
1100111100111101011110100 00000
0100111100111101011110100 00000
0000111100111101011110100 00000
1111000011111100111111111 00000
1100111100111101011111110 00000
1100111100111101011111101 00000
0100111100111100111111101 00000
0100111100111101011111101 00000
0000111100111101011111101 00000
0000111100111101011111101 00000
0100111100111100111111101 00000
1011000011111100111110101 00000
0111000011111100111110101 00000
0011000011111100100000101 00000
1011000011111100100000101 10000
1000111100111101000000010 00000
0100111100111100100000010 00000
0000111100111100101010010 00000
1111000011111100101010011 00100
0111000011111101001010011 00000
0011000011111100100000011 00000
1011000011111100100001011 00100
0011000011111100101101011 00000
1111000011111100101101010 10000
1000111100111100101100100 00000
0000111100111100110100100 00000
0000111100111101010100100 01000
1011000011111101010101101 01000
1011000011111100110101000 00000
0011000011111101010101000 00000
1100111100111101010101001 00000
1011000011111101010101100 00000
1100111100111100110100000 00000
1100111100111101010101000 00000
0100111100111101010101000 00000
1000111100111101010100111 00000
1011000011111101010100000 00000
0111000011111100110100000 00000
1000111100111101010101100 00000
1011000011111101010101001 00000
0011000011111101010101001 00000
1011000011111101010100011 00000
1000111100111101010101000 00000
1100111100111101010101011 00000
0000111100111101010101011 00000
1111000011111101010100001 00000
0111000011111100110100001 00000
1011000011111100110101101 00000
0111000011111100110101101 00000
1100111100111101010101010 00000
0100111100111100110101010 00000
1111000011111100110100100 00000
0111000011111100110100100 00000
0011000011111101010100100 00000
1111000011111100110101011 00000
1100111100111101010100101 00000
0000111100111100101000101 00000
1100111100111101001000101 00100
0100111100111100101000101 00000
1111000011111101001000011 00000
0011000011111100101100011 00000
1011000011111101001101101 00010
0011000011111101001101101 00000
1000111100111101001101110 00000
1011000011111100101100111 00000
0011000011111101001100111 00000
1111000011111101001100111 00000
1000111100111101001100101 00000
0100111100111101001100101 00000
1011000011111100101101111 00000
1100111100111100101101111 00000
1011000011111101001100000 00000
1000111100111100101101000 00000
0100111100111101001101000 00000
1100111100111100101101011 00000
1011000011111101001100001 00000
1100111100111101001101001 00000
1100111100111100101100001 00000
1011000011111100101101110 00000
1100111100111101001101101 00000
