rst,empty,[8bits]DUT_LBDR.Rxy,[4bits]DUT_LBDR.Cx,[3bits]flit_id,[4bits]dst_addr,[4bits]DUT_LBDR.cur_addr,DUT_LBDR.Rne,DUT_LBDR.Rnw,DUT_LBDR.Ren,DUT_LBDR.Res,DUT_LBDR.Rwn,DUT_LBDR.Rws,DUT_LBDR.Rse,DUT_LBDR.Rsw,DUT_LBDR.Cn,DUT_LBDR.Ce,DUT_LBDR.Cw,DUT_LBDR.Cs,DUT_LBDR.N1,DUT_LBDR.E1,DUT_LBDR.W1,DUT_LBDR.S1,[2bits]DUT_LBDR.x_cur,[2bits]DUT_LBDR.y_cur,[2bits]DUT_LBDR.x_dst,[2bits]DUT_LBDR.y_dst Nport,Eport,Wport,Sport,Lport
0011000011111100111011101110000111111000001110111 00000
1111000011111100111011101110000111111000001110111 00001
1111000011111101011010101110000111111000101010111 00000
0100111100111101011010000001111001111010100000111 00000
1000111100111100111010000001111001111010100000111 00000
0111000011111101011010101110000111111000101010111 00000
0111000011111101011010101110000111111000101010111 00000
0111000011111101011010101110000111111000101010111 00000
1011000011111101011010101110000111111000101010111 00000
1000111100111100111010000001111001111010100000111 00000
1000111100111100111010101001111001111000101010111 00000
0100111100111100111011010001111001111001110100111 00000
0100111100111100111011010001111001111001110100111 00000
0000111100111100111011010001111001111001110100111 00000
1100111100111100111011010001111001111001110100111 00100
0111000011111100111011100110000111111010000110111 00000
1011000011111100111011100110000111111010000110111 00000
0011000011111101011011100110000111111010000110111 00000
0011000011111100111101100110000111111010000111011 00000
1011000011111101011101100110000111111010000111011 01000
0100111100111100111100001001111001111010101001011 00000
1100111100111101011100001001111001111010101001011 00000
0011000011111101011100010110000111111000110001011 00000
1011000011111100111100010110000111111000110001011 00000
1000111100111101011101011001111001111001111101011 00000
0100111100111100111100001001111001111010101001011 00000
1000111100111100111100001001111001111010101001011 00000
0100111100111101011100110001111001111000110011011 00000
1100111100111100111100110001111001111000110011011 00000
0011000011111101011100010110000111111000110001011 00000
0111000011111101011100010110000111111000110001011 00000
1111000011111100111100010110000111111000110001011 00000
0011000011111100111110111110000111111000111011111 00000
1111000011111101011110111110000111111000111011111 00010
0100111100111100111110110001111001111010110011111 00000
1000111100111101011110110001111001111010110011111 00000
1100111100111101011110100001111001111010100011111 00000
1100111100111101011111010001111001111010110101111 00000
1011000011111100111110000110000111111010100001111 00000
1100111100111101011111111001111001111000011111111 00000
0011000011111101011111010110000111111010110101111 00000
0111000011111100111111010110000111111010110101111 00000
0011000011111101011111010110000111111010110101111 00000
1111000011111100111111010110000111111010110101111 00000
1100111100111100111111111001111001111000011111111 00000
1100111100111101011110000001111001111010100001111 00000
0111000011111100111111100110000111111010000111111 00000
0011000011111100101011100110000111111110000110101 00000
0111000011111100101011100110000111111110000110101 10000
0011000011111100110101100110000111111110000111010 00000
0111000011111100110101100110000111111110000111010 10000
1011000011111101010101100110000111111110000111010 00000
0000111100111101010100001001111001111010101001010 00000
0000111100111100111100001001111001111010101001011 00000
0000111100111100111110001001111001111010101001111 01000
0000111100111100100110001001111001111010001001100 01000
1100111100111100100110001001111001111010001001100 01000
0000111100111100110110000001111001111010100001110 00000
0000111100111100101110000001111001111010100001101 01000
0000111100111101001110000001111001111010100001101 01000
1000111100111100101110000001111001111010100001101 01000
1111000011111100101110011110000111111000111001101 00000
0011000011111100111010000110000111111010100000111 00000
0111000011111101011010000110000111111010100000111 00010
0111000011111100111010000110000111111010100000111 00000
0111000011111101011010000110000111111010100000111 00000
1011000011111101011010000110000111111010100000111 00000
1100111100111100111010000001111001111010100000111 00000
0011000011111100101010010110000111111001110000101 00000
1111000011111101001010010110000111111001110000101 00010
1011000011111100101011100110000111111110000110101 00000
0100111100111100101010011001111001111001111000101 00000
1100111100111101001010011001111001111001111000101 00000
0100111100111100101011111001111001111101011110101 00000
1100111100111100101011111001111001111101011110101 00000
1100111100111100101010111001111001111001011010101 00000
0000111100111101001011011001111001111101011100101 00000
0000111100111100101011011001111001111101011100101 00000
0100111100111100101011011001111001111101011100101 00100
1000111100111100101011011001111001111101011100101 00000
1011000011111100101010000110000111111010100000101 00000
1111000011111100101011000110000111111110000100101 00000
1000111100111101001011011001111001111101011100101 00000
0011000011111100110011100110000111111110000110110 00000
1111000011111100110011100110000111111110000110110 10000
1111000011111100110010010110000111111001110000110 00000
1100111100111100110010001001111001111000101000110 00000
0000111100111101010011001001111001111000001100110 00000
0000111100111100110101001001111001111010001101010 00000
0000111100111100100111001001111001111110001101100 01000
0100111100111100100111001001111001111110001101100 01000
1100111100111101000111001001111001111110001101100 00000
0100111100111100100110100001111001111110000011100 00000
1100111100111100100110100001111001111110000011100 00000
1000111100111101000110000001111001111010000001100 00000
0011000011111100110101010110000111111000010101010 00000
1011000011111101010101010110000111111000010101010 00001
1000111100111101010100000001111001111010100001010 00000
1000111100111101010101110001111001111100010111010 00000
0011000011111101010100010110000111111000110001010 00000
1011000011111101010100010110000111111000110001010 00000
0111000011111101010100100110000111111010100011010 00000
0111000011111101010100100110000111111010100011010 00000
1111000011111100110100100110000111111010100011010 00000
0011000011111100110100011110000111111001111001010 00000
1011000011111101010100011110000111111001111001010 00010
0100111100111101010100000001111001111010100001010 00000
1100111100111100110100000001111001111010100001010 00000
0011000011111100111011001110000111111000101100111 00000
0111000011111100111011001110000111111000101100111 00010
0011000011111100101111001110000111111110001101101 00000
1111000011111100101111001110000111111110001101101 10000
0100111100111100101111110001111001111110010111101 00000
1000111100111101001111110001111001111110010111101 00000
0111000011111101001110110110000111111010010011101 00000
0011000011111100111100110110000111111000110011011 00000
1111000011111101011100110110000111111000110011011 00010
1000111100111100111100110001111001111000110011011 00000
0011000011111101011100011110000111111001111001011 00000
1011000011111100111100011110000111111001111001011 00000
1000111100111101011101111001111001111001011111011 00000
1100111100111101011101100001111001111010000111011 00000
1111000011111101011100100110000111111010100011011 00000
0100111100111101011100111001111001111001111011011 00000
1100111100111100111100111001111001111001111011011 00000
1000111100111100111101110001111001111000010111011 00000
0000111100111100100110010001111001111010010001100 00000
0100111100111100100110010001111001111010010001100 01000
1000111100111101000110010001111001111010010001100 00000
1000111100111101000110011001111001111000011001100 00000
0100111100111100100111011001111001111100011101100 00000
1000111100111101000111011001111001111100011101100 00000
1100111100111100100111111001111001111100011111100 00000
0000111100111101000110010001111001111010010001100 00000
0100111100111101000110010001111001111010010001100 00000
1000111100111101000110010001111001111010010001100 00000
0111000011111100100110110110000111111110010011100 00000
1011000011111101000110110110000111111110010011100 00000
1011000011111101000110100110000111111110000011100 00000
1111000011111100100110100110000111111110000011100 00000
1100111100111101000111000001111001111110000101100 00000
0000111100111100110000100001111001111000100010010 00000
0000111100111100111110100001111001111010100011111 00010
0000111100111100101110100001111001111010000011101 01000
0100111100111100101110100001111001111010000011101 01000
0100111100111101001110100001111001111010000011101 00000
0000111100111100110000100001111001111000100010010 00000
1100111100111101010000100001111001111000100010010 00010
0111000011111100110000100110000111111000100010010 00000
1011000011111101010000100110000111111000100010010 00000
1100111100111101010001000001111001111000000100010 00000
1111000011111101010001100110000111111100000110010 00000
0111000011111101010000110110000111111001110010010 00000
1111000011111100110000110110000111111001110010010 00000
1011000011111101010000110110000111111001110010010 00000
0000111100111101010000110001111001111001110010010 00000
1100111100111101010000110001111001111001110010010 00000
1111000011111101010000100110000111111000100010010 00000
1011000011111101010001111110000111111101011110010 00000
1100111100111101010000101001111001111001101010010 00000
1111000011111101010000100110000111111000100010010 00000
0011000011111100100001011110000111111101011100000 00000
0011000011111101000001011110000111111101011100000 10000
0011000011111101000001011110000111111101011100000 10000
0111000011111100100001011110000111111101011100000 10000
1011000011111101000001011110000111111101011100000 00000
0011000011111101000000000110000111111000000000000 00000
1011000011111101000000000110000111111000000000000 00000
1011000011111100100001011110000111111101011100000 00000
0100111100111100100001111001111001111101011110000 00000
0100111100111101000001111001111001111101011110000 00000
0100111100111100100001111001111001111101011110000 00000
1000111100111101000001111001111001111101011110000 00000
0100111100111101000001100001111001111100000110000 00000
0000111100111101000001100001111001111100000110000 00000
0100111100111100100001100001111001111100000110000 00000
0000111100111100110101100001111001111110000111010 00000
0100111100111101010101100001111001111110000111010 01000
0000111100111100110011100001111001111110000110110 00000
1000111100111100110011100001111001111110000110110 01000
1111000011111100110011101110000111111100001110110 00000
1000111100111101010010010001111001111001110000110 00000
1111000011111101010011110110000111111101010110110 00000
1011000011111100110010011110000111111001111000110 00000
0011000011111100100111110110000111111110010111100 00000
0011000011111101000111110110000111111110010111100 10000
0011000011111101000111110110000111111110010111100 10000
0111000011111100100111110110000111111110010111100 10000
0011000011111100100001110110000111111101010110000 00000
0011000011111101000001110110000111111101010110000 10000
1011000011111101000001110110000111111101010110000 10000
0111000011111100100001111110000111111101011110000 00000
0111000011111101000001111110000111111101011110000 00000
0011000011111101000001111110000111111101011110000 00000
1111000011111101000001111110000111111101011110000 00000
0111000011111100100001100110000111111100000110000 00000
0011000011111100110011100110000111111110000110110 00000
0111000011111101010011100110000111111110000110110 10000
0111000011111101010011100110000111111110000110110 00000
0111000011111101010011100110000111111110000110110 00000
0011000011111100110111100110000111111110000111110 00000
0111000011111100110111100110000111111110000111110 10000
1111000011111101010111100110000111111110000111110 00000
0100111100111100110110111001111001111000111011110 00000
0100111100111101010110111001111001111000111011110 00000
0100111100111101010110111001111001111000111011110 00000
1000111100111100110110111001111001111000111011110 00000
1000111100111100110111100001111001111110000111110 00000
1011000011111100110110111110000111111000111011110 00000
0011000011111101010110111110000111111000111011110 00000
0111000011111100110110111110000111111000111011110 00000
0111000011111101010110111110000111111000111011110 00000
1111000011111101010110111110000111111000111011110 00000
0111000011111101010111011110000111111000011101110 00000
1011000011111100110111011110000111111000011101110 00000
1111000011111101010111110110000111111110010111110 00000
0100111100111101010110111001111001111000111011110 00000
1000111100111100110110111001111001111000111011110 00000
0000111100111100110000110001111001111001110010010 00000
0100111100111101010000110001111001111001110010010 00100
1100111100111101010000110001111001111001110010010 00000
1000111100111100110000110001111001111001110010010 00000
0111000011111100110000001110000111111001101000010 00000
1011000011111101010000001110000111111001101000010 00000
1000111100111101010001011001111001111001011100010 00000
1100111100111100110000001001111001111001101000010 00000
1011000011111100110000000110000111111000100000010 00000
0011000011111101010001101110000111111101001110010 00000
1011000011111101010001101110000111111101001110010 00000
0111000011111100110001000110000111111000000100010 00000
0011000011111101010001000110000111111000000100010 00000
1011000011111100110001000110000111111000000100010 00000
0100111100111100110000100001111001111000100010010 00000
1100111100111100110000100001111001111000100010010 00000
0100111100111100110001001001111001111001001100010 00000
0100111100111101010001001001111001111001001100010 00000
1100111100111101010001001001111001111001001100010 00000
0011000011111100110010000110000111111010100000110 00000
1111000011111100110010000110000111111010100000110 00010
0000111100111101010011110001111001111101010110110 00000
1000111100111100110011110001111001111101010110110 00000
1111000011111101010010100110000111111010100010110 00000
0000111100111101010011010001111001111001010100110 00000
0000111100111101010011010001111001111001010100110 00000
0100111100111100110011010001111001111001010100110 00000
0100111100111101010011010001111001111001010100110 00000
0000111100111101010011010001111001111001010100110 00000
1000111100111100110011010001111001111001010100110 00000
0000111100111100101111000001111001111110000101101 00000
1100111100111100101111000001111001111110000101101 01000
0100111100111101001111001001111001111110001101101 00000
0100111100111101001111001001111001111110001101101 00000
1100111100111100101111001001111001111110001101101 00000
1100111100111100101111010001111001111110010101101 00000
0100111100111100101111001001111001111110001101101 00000
0100111100111101001111001001111001111110001101101 00000
0000111100111100111111001001111001111010101101111 00000
1100111100111101011111001001111001111010101101111 01000
1011000011111101011111100110000111111010000111111 00000
1000111100111101011110000001111001111010100001111 00000
1100111100111100111111000001111001111010100101111 00000
0100111100111100111110000001111001111010100001111 00000
0100111100111100111110000001111001111010100001111 00000
1000111100111101011110000001111001111010100001111 00000
0000111100111100100111101001111001111110001111100 00000
1000111100111101000111101001111001111110001111100 01000
1100111100111100100110100001111001111110000011100 00000
1000111100111101000111011001111001111100011101100 00000
1111000011111101000111111110000111111100011111100 00000
0111000011111101000110001110000111111010001001100 00000
1011000011111100100110001110000111111010001001100 00000
0011000011111101000111011110000111111100011101100 00000
0111000011111101000111011110000111111100011101100 00000
0011000011111100111001011110000111111001111100011 00000
0111000011111100111001011110000111111001111100011 00010
0111000011111100111001011110000111111001111100011 00000
1011000011111101011001011110000111111001111100011 00000
0011000011111101011001101110000111111001001110011 00000
0111000011111100111001101110000111111001001110011 00000
1011000011111101011001101110000111111001001110011 00000
1100111100111100111001010001111001111001110100011 00000
0100111100111100111000011001111001111001111000011 00000
1100111100111100111000011001111001111001111000011 00000
0100111100111101011000000001111001111000100000011 00000
1000111100111100111000000001111001111000100000011 00000
1011000011111100111000100110000111111000100010011 00000
0011000011111100110001110110000111111101010110010 00000
0011000011111101010001110110000111111101010110010 10000
1011000011111100110001110110000111111101010110010 10000
1000111100111101010001100001111001111100000110010 00000
0100111100111101010001011001111001111001011100010 00000
1100111100111101010001011001111001111001011100010 00000
1100111100111100110001111001111001111101011110010 00000
0000111100111101010000101001111001111001101010010 00000
0100111100111100110000101001111001111001101010010 00000
0000111100111101010000101001111001111001101010010 00000
1000111100111100110000101001111001111001101010010 00000
1100111100111100110001010001111001111001010100010 00000
1000111100111101010000000001111001111000100000010 00000
1000111100111100110001010001111001111001010100010 00000
0100111100111101010001000001111001111000000100010 00000
0000111100111100100111000001111001111110000101100 00000
1000111100111100100111000001111001111110000101100 01000
0000111100111101000111000001111001111110000101100 00000
0100111100111101000111000001111001111110000101100 00000
1000111100111101000111000001111001111110000101100 00000
0011000011111100100111100110000111111110000111100 00000
0111000011111101000111100110000111111110000111100 10000
0111000011111100100111100110000111111110000111100 00000
0011000011111101000111100110000111111110000111100 00000
1011000011111100100111100110000111111110000111100 00000
0011000011111101000110000110000111111010000001100 00000
0011000011111101000110000110000111111010000001100 00000
1111000011111101000110000110000111111010000001100 00000
1000111100111101000110100001111001111110000011100 00000
1111000011111100100110011110000111111000011001100 00000
1000111100111100100111100001111001111110000111100 00000
0011000011111100110001101110000111111101001110010 00000
0011000011111100101011101110000111111100001110101 10000
0011000011111101001011101110000111111100001110101 10000
1011000011111100101011101110000111111100001110101 10000
0000111100111101001011110001111001111101010110101 00000
1000111100111100101011110001111001111101010110101 00000
0100111100111101001011100001111001111110000110101 00000
1000111100111101001011100001111001111110000110101 00000
0100111100111100101010001001111001111000101000101 00000
0000111100111100101010001001111001111000101000101 00000
1100111100111100101010001001111001111000101000101 00010
1100111100111101001011001001111001111100001100101 00000
1111000011111100101010000110000111111010100000101 00000
1011000011111100101010101110000111111000001010101 00000
0011000011111101001011110110000111111101010110101 00000
0111000011111100101011110110000111111101010110101 00000
1111000011111101001011110110000111111101010110101 00000
0000111100111101001010010001111001111001110000101 00000
0100111100111101001010010001111001111001110000101 00000
1100111100111100101010010001111001111001110000101 00000
1000111100111100101011011001111001111101011100101 00000
0011000011111101001010010110000111111001110000101 00000
0011000011111100101010010110000111111001110000101 00000
0011000011111101001010010110000111111001110000101 00010
0011000011111100110010010110000111111001110000110 00010
1111000011111101010010010110000111111001110000110 00010
0000111100111100100111011001111001111100011101100 00000
0100111100111100100111011001111001111100011101100 10000
0100111100111101000111011001111001111100011101100 00000
1100111100111101000111011001111001111100011101100 00000
0011000011111101000110110110000111111110010011100 00000
1011000011111100100110110110000111111110010011100 00000
1011000011111100100110000110000111111010000001100 00000
1100111100111101000110001001111001111010001001100 00000
1000111100111100100110110001111001111110010011100 00000
0000111100111100100011010001111001111101010100100 00000
1000111100111100100011010001111001111101010100100 00100
0011000011111101000011100110000111111110000110100 00000
1011000011111101000011100110000111111110000110100 00000
1100111100111101000011101001111001111100001110100 00000
1000111100111100100011001001111001111100001100100 00000
1100111100111100100010101001111001111100001010100 00000
1011000011111100100011100110000111111110000110100 00000
0011000011111101000011000110000111111110000100100 00000
0111000011111100100011000110000111111110000100100 00000
0111000011111101000011000110000111111110000100100 00000
0111000011111101000011000110000111111110000100100 00000
0111000011111100100011000110000111111110000100100 00000
1111000011111100100011000110000111111110000100100 00000
0011000011111101000011110110000111111101010110100 00000
0011000011111100101111110110000111111110010111101 00000
1111000011111101001111110110000111111110010111101 10000
0011000011111101001110101110000111111010001011101 00000
0011000011111100111010101110000111111000101010111 00000
0011000011111101011010101110000111111000101010111 00010
0111000011111100111010101110000111111000101010111 00010
0011000011111101011010101110000111111000101010111 00000
0011000011111100101100101110000111111010001011001 00000
0111000011111100101100101110000111111010001011001 01000
1111000011111100101100101110000111111010001011001 00000
1100111100111101001101101001111001111110001111001 00000
0100111100111100101100001001111001111010101001001 00000
0000111100111101001100001001111001111010101001001 00000
0100111100111101001100001001111001111010101001001 00000
1000111100111101001100001001111001111010101001001 00000
0011000011111101001101010110000111111100010101001 00000
1011000011111101001101010110000111111100010101001 00000
1100111100111100101101110001111001111100010111001 00000
0000111100111101001101011001111001111101011101001 00000
0000111100111100100011011001111001111101011100100 00000
0100111100111101000011011001111001111101011100100 00100
0000111100111100110001011001111001111001011100010 00000
0100111100111101010001011001111001111001011100010 00100
1100111100111100110001011001111001111001011100010 00000
0111000011111100110001000110000111111000000100010 00000
1111000011111100110001000110000111111000000100010 00000
1100111100111100110001111001111001111101011110010 00000
0000111100111100101111000001111001111110000101101 00000
1000111100111100101111000001111001111110000101101 01000
0100111100111100101110001001111001111010101001101 00000
0100111100111100101110001001111001111010101001101 00000
1100111100111100101110001001111001111010101001101 00000
1100111100111100101110000001111001111010100001101 00000
1111000011111101001111111110000111111100011111101 00000
1000111100111100101110011001111001111000111001101 00000
1011000011111101001110110110000111111010010011101 00000
1000111100111100101110101001111001111010001011101 00000
1000111100111100101110110001111001111010010011101 00000
1011000011111100101111010110000111111110010101101 00000
1111000011111101001111111110000111111100011111101 00000
0111000011111101001110010110000111111010110001101 00000
1111000011111101001110010110000111111010110001101 00000
1000111100111101001111110001111001111110010111101 00000
0111000011111100101111011110000111111100011101101 00000
1011000011111100101111011110000111111100011101101 00000
1100111100111100101111110001111001111110010111101 00000
1111000011111100101110100110000111111010000011101 00000
0000111100111100111001011001111001111001111100011 00000
0100111100111100111001011001111001111001111100011 00100
1000111100111101011001011001111001111001111100011 00000
1000111100111100111000111001111001111001111010011 00000
0000111100111101011000100001111001111000100010011 00000
0000111100111100110000100001111001111000100010010 00000
0000111100111101010000100001111001111000100010010 00010
0100111100111101010000100001111001111000100010010 00010
0100111100111100110000100001111001111000100010010 00000
1000111100111101010000100001111001111000100010010 00000
0011000011111101010001101110000111111101001110010 00000
1111000011111101010001101110000111111101001110010 00000
1011000011111101010000011110000111111001111000010 00000
0100111100111101010000000001111001111000100000010 00000
1100111100111101010000000001111001111000100000010 00000
0100111100111101010001110001111001111101010110010 00000
0100111100111100110001110001111001111101010110010 00000
0000111100111100100111110001111001111110010111100 00000
1000111100111101000111110001111001111110010111100 01000
1000111100111101000110010001111001111010010001100 00000
0011000011111100111100100110000111111010100011011 00000
1111000011111101011100100110000111111010100011011 00010
1000111100111101011101100001111001111010000111011 00000
0011000011111101011101101110000111111010001111011 00000
1011000011111100111101101110000111111010001111011 00000
0111000011111100111101100110000111111010000111011 00000
1011000011111100111101100110000111111010000111011 00000
0000111100111100101001110001111001111101010110001 00000
1100111100111100101001110001111001111101010110001 00100
0111000011111101001000010110000111111001110000001 00000
1011000011111100101000010110000111111001110000001 00000
1100111100111100101001010001111001111101010100001 00000
0111000011111100101000100110000111111000000010001 00000
0011000011111101001000100110000111111000000010001 00000
1111000011111100101000100110000111111000000010001 00000
1111000011111100101000001110000111111001101000001 00000
1111000011111100101001001110000111111101001100001 00000
0000111100111101001000110001111001111001010010001 00000
1100111100111101001000110001111001111001010010001 00000
1000111100111101001001011001111001111101011100001 00000
0000111100111100101110101001111001111010001011101 00000
1100111100111101001110101001111001111010001011101 01000
1000111100111100101111010001111001111110010101101 00000
1000111100111100101110010001111001111010110001101 00000
0011000011111101001110111110000111111000011011101 00000
1111000011111100101110111110000111111000011011101 00000
0111000011111100101111011110000111111100011101101 00000
0011000011111100110011011110000111111001011100110 00000
0011000011111100111001011110000111111001111100011 00100
1111000011111101011001011110000111111001111100011 00010
0011000011111100101001100110000111111100000110001 00000
0111000011111101001001100110000111111100000110001 10000
1011000011111101001001100110000111111100000110001 00000
0111000011111101001001101110000111111101001110001 00000
1111000011111100101001101110000111111101001110001 00000
0100111100111101001001111001111001111101011110001 00000
0100111100111100101001111001111001111101011110001 00000
1000111100111101001001111001111001111101011110001 00000
1111000011111100101000100110000111111000000010001 00000
1111000011111101001001011110000111111101011100001 00000
1011000011111100101001010110000111111101010100001 00000
1111000011111101001000010110000111111001110000001 00000
1100111100111100101001111001111001111101011110001 00000
1100111100111101001001101001111001111101001110001 00000
1100111100111101001001011001111001111101011100001 00000
1011000011111100101001001110000111111101001100001 00000
1011000011111100101001001110000111111101001100001 00000
1111000011111101001000110110000111111001010010001 00000
1100111100111100101001011001111001111101011100001 00000
0111000011111100101001011110000111111101011100001 00000
1111000011111101001001011110000111111101011100001 00000
0011000011111101001000001110000111111001101000001 00000
0011000011111100100000001110000111111001001000000 00000
0111000011111100100000001110000111111001001000000 00100
1111000011111100100000001110000111111001001000000 00000
0011000011111100101111110110000111111110010111101 00000
1111000011111101001111110110000111111110010111101 10000
0011000011111100110101111110000111111101011111010 00000
1011000011111101010101111110000111111101011111010 10000
0100111100111100110101101001111001111110001111010 00000
0100111100111101010101101001111001111110001111010 00000
0100111100111101010101101001111001111110001111010 00000
1000111100111100110101101001111001111110001111010 00000
0100111100111101010101101001111001111110001111010 00000
1100111100111100110101101001111001111110001111010 00000
0100111100111101010100100001111001111010100011010 00000
1100111100111101010100100001111001111010100011010 00000
1100111100111101010100000001111001111010100001010 00000
0000111100111101010101010001111001111000010101010 00000
0100111100111101010101010001111001111000010101010 00000
0100111100111101010101010001111001111000010101010 00000
0100111100111101010101010001111001111000010101010 00000
0000111100111100110001010001111001111001010100010 00000
1100111100111100110001010001111001111001010100010 00100
0011000011111100110101100110000111111110000111010 00000
0011000011111101010101100110000111111110000111010 10000
0011000011111101010101100110000111111110000111010 10000
0111000011111101010101100110000111111110000111010 10000
1011000011111101010101100110000111111110000111010 00000
1111000011111100110101011110000111111001011101010 00000
1000111100111100110101110001111001111100010111010 00000
0111000011111101010100010110000111111000110001010 00000
0011000011111101010100010110000111111000110001010 00000
0011000011111101010100010110000111111000110001010 00000
0011000011111101010100010110000111111000110001010 00000
1011000011111100110100010110000111111000110001010 00000
0100111100111100110101101001111001111110001111010 00000
0000111100111101010101101001111001111110001111010 00000
1000111100111100110101101001111001111110001111010 00000
1000111100111101010101101001111001111110001111010 00000
0000111100111100101000110001111001111001010010001 00000
1000111100111100101000110001111001111001010010001 00100
1100111100111101001001001001111001111101001100001 00000
1100111100111101001000001001111001111001101000001 00000
1000111100111101001001110001111001111101010110001 00000
1011000011111101001001101110000111111101001110001 00000
1000111100111101001001001001111001111101001100001 00000
1011000011111100101000000110000111111000100000001 00000
1011000011111101001001000110000111111100000100001 00000
0100111100111101001001101001111001111101001110001 00000
0000111100111101001001101001111001111101001110001 00000
0100111100111100101001101001111001111101001110001 00000
1100111100111100101001101001111001111101001110001 00000
1000111100111101001001111001111001111101011110001 00000
0011000011111101001000110110000111111001010010001 00000
1111000011111101001000110110000111111001010010001 00000
0000111100111100110101001001111001111010001101010 00000
1100111100111100110101001001111001111010001101010 01000
0100111100111101010100100001111001111010100011010 00000
0000111100111100100010100001111001111110000010100 00000
0100111100111101000010100001111001111110000010100 01000
1000111100111101000010100001111001111110000010100 00000
0000111100111100111101100001111001111010000111011 00000
1100111100111100111101100001111001111010000111011 01000
0000111100111100100100011001111001111001011001000 00000
1100111100111100100100011001111001111001011001000 00100
0100111100111101000101001001111001111110001101000 00000
0100111100111101000101001001111001111110001101000 00000
0000111100111101000101001001111001111110001101000 00000
1000111100111101000101001001111001111110001101000 00000
0000111100111100111100000001111001111010100001011 00000
1000111100111100111100000001111001111010100001011 01000
0111000011111100111101101110000111111010001111011 00000
1011000011111100111101101110000111111010001111011 00000
1000111100111101011101101001111001111010001111011 00000
1100111100111101011101101001111001111010001111011 00000
0011000011111101011101010110000111111000110101011 00000
0111000011111101011101010110000111111000110101011 00000
0011000011111101011101010110000111111000110101011 00000
1011000011111100111101010110000111111000110101011 00000
1111000011111100111100001110000111111010101001011 00000
1011000011111101011101101110000111111010001111011 00000
1000111100111100111101111001111001111001011111011 00000
1000111100111101011100001001111001111010101001011 00000
1011000011111101011100111110000111111001111011011 00000
0000111100111101011101011001111001111001111101011 00000
1100111100111100111101011001111001111001111101011 00000
0111000011111101011101001110000111111010101101011 00000
1011000011111100111101001110000111111010101101011 00000
1100111100111101011100000001111001111010100001011 00000
1111000011111101011100001110000111111010101001011 00000
0100111100111101011101000001111001111010100101011 00000
0000111100111100110111000001111001111010000101110 00000
1000111100111101010111000001111001111010000101110 01000
0100111100111100110111010001111001111010010101110 00000
0100111100111100110111010001111001111010010101110 00000
1000111100111101010111010001111001111010010101110 00000
0111000011111101010110011110000111111000111001110 00000
1011000011111100110110011110000111111000111001110 00000
0011000011111100100011110110000111111101010110100 00000
1011000011111100100011110110000111111101010110100 10000
0000111100111101000010111001111001111101011010100 00000
0000111100111101000010111001111001111101011010100 00000
1000111100111100100010111001111001111101011010100 00000
1100111100111100100010110001111001111101010010100 00000
1111000011111101000011100110000111111110000110100 00000
0000111100111101000010000001111001111010000000100 00000
0100111100111100100010000001111001111010000000100 00000
0100111100111100100010000001111001111010000000100 00000
0000111100111101000010000001111001111010000000100 00000
0000111100111100110100000001111001111010100001010 00000
1000111100111100110100000001111001111010100001010 01000
1111000011111101010100110110000111111000110011010 00000
1011000011111101010100111110000111111001111011010 00000
0111000011111101010100111110000111111001111011010 00000
1011000011111100110100111110000111111001111011010 00000
0111000011111101010100110110000111111000110011010 00000
1111000011111100110100110110000111111000110011010 00000
0100111100111101010100001001111001111010101001010 00000
0100111100111101010100001001111001111010101001010 00000
0100111100111100110100001001111001111010101001010 00000
1100111100111100110100001001111001111010101001010 00000
0100111100111100110101000001111001111010000101010 00000
0000111100111101010101000001111001111010000101010 00000
0000111100111101010101000001111001111010000101010 00000
0100111100111100110101000001111001111010000101010 00000
0100111100111100110101000001111001111010000101010 00000
1000111100111101010101000001111001111010000101010 00000
1111000011111100110101000110000111111010000101010 00000
1100111100111101010101000001111001111010000101010 00000
0011000011111100100111011110000111111100011101100 00000
1111000011111100100111011110000111111100011101100 10000
0100111100111100100110000001111001111010000001100 00000
0000111100111100110100000001111001111010100001010 00000
0000111100111101010100000001111001111010100001010 01000
1000111100111101010100000001111001111010100001010 01000
0111000011111100110101101110000111111110001111010 00000
0011000011111100101101101110000111111110001111001 00000
1111000011111101001101101110000111111110001111001 10000
1100111100111101001101100001111001111110000111001 00000
1111000011111101001101111110000111111101011111001 00000
1000111100111101001100100001111001111010000011001 00000
1100111100111101001100100001111001111010000011001 00000
0000111100111100110000010001111001111001110000010 00000
0000111100111101010000010001111001111001110000010 00100
0100111100111100110000010001111001111001110000010 00100
0100111100111101010000010001111001111001110000010 00000
1000111100111101010000010001111001111001110000010 00000
1000111100111100110001011001111001111001011100010 00000
1011000011111100110001000110000111111000000100010 00000
1100111100111100110000101001111001111001101010010 00000
0111000011111100110001101110000111111101001110010 00000
0111000011111100110001101110000111111101001110010 00000
1111000011111100110001101110000111111101001110010 00000
0100111100111100110001110001111001111101010110010 00000
1100111100111100110001110001111001111101010110010 00000
1111000011111100110001110110000111111101010110010 00000
1100111100111101010001010001111001111001010100010 00000
1000111100111101010000111001111001111001111010010 00000
1000111100111101010001011001111001111001011100010 00000
0111000011111100110001101110000111111101001110010 00000
1111000011111100110001101110000111111101001110010 00000
1011000011111101010000100110000111111000100010010 00000
1111000011111100110000010110000111111001110000010 00000
